N,F,f,m,r,pfail
2000,1/4,1/2,4000,21,0.892
2000,1/4,1/2,4000,31,0.256
2000,1/4,1/2,4000,41,0.085
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.002
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.865
2000,1/4,1/2,4000,31,0.273
2000,1/4,1/2,4000,41,0.068
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.894
2000,1/4,1/2,4000,31,0.236
2000,1/4,1/2,4000,41,0.073
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.002
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.916
2000,1/4,1/2,4000,31,0.264
2000,1/4,1/2,4000,41,0.072
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.883
2000,1/4,1/2,4000,31,0.276
2000,1/4,1/2,4000,41,0.06
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.896
2000,1/4,1/2,4000,31,0.247
2000,1/4,1/2,4000,41,0.063
2000,1/4,1/2,4000,51,0.021
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.909
2000,1/4,1/2,4000,31,0.268
2000,1/4,1/2,4000,41,0.068
2000,1/4,1/2,4000,51,0.008
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.913
2000,1/4,1/2,4000,31,0.275
2000,1/4,1/2,4000,41,0.06
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.898
2000,1/4,1/2,4000,31,0.267
2000,1/4,1/2,4000,41,0.059
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.884
2000,1/4,1/2,4000,31,0.256
2000,1/4,1/2,4000,41,0.074
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.895
2000,1/4,1/2,4000,31,0.275
2000,1/4,1/2,4000,41,0.071
2000,1/4,1/2,4000,51,0.008
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.897
2000,1/4,1/2,4000,31,0.266
2000,1/4,1/2,4000,41,0.051
2000,1/4,1/2,4000,51,0.016
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.887
2000,1/4,1/2,4000,31,0.255
2000,1/4,1/2,4000,41,0.072
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.879
2000,1/4,1/2,4000,31,0.266
2000,1/4,1/2,4000,41,0.047
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.904
2000,1/4,1/2,4000,31,0.278
2000,1/4,1/2,4000,41,0.053
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.002
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.899
2000,1/4,1/2,4000,31,0.251
2000,1/4,1/2,4000,41,0.063
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.001
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.878
2000,1/4,1/2,4000,31,0.271
2000,1/4,1/2,4000,41,0.06
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.892
2000,1/4,1/2,4000,31,0.263
2000,1/4,1/2,4000,41,0.058
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.888
2000,1/4,1/2,4000,31,0.243
2000,1/4,1/2,4000,41,0.067
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.902
2000,1/4,1/2,4000,31,0.281
2000,1/4,1/2,4000,41,0.07
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.89
2000,1/4,1/2,4000,31,0.274
2000,1/4,1/2,4000,41,0.062
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.005
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.861
2000,1/4,1/2,4000,31,0.26
2000,1/4,1/2,4000,41,0.067
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.882
2000,1/4,1/2,4000,31,0.298
2000,1/4,1/2,4000,41,0.075
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.879
2000,1/4,1/2,4000,31,0.243
2000,1/4,1/2,4000,41,0.067
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.904
2000,1/4,1/2,4000,31,0.261
2000,1/4,1/2,4000,41,0.068
2000,1/4,1/2,4000,51,0.007
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.9
2000,1/4,1/2,4000,31,0.275
2000,1/4,1/2,4000,41,0.083
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.915
2000,1/4,1/2,4000,31,0.25
2000,1/4,1/2,4000,41,0.063
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.891
2000,1/4,1/2,4000,31,0.272
2000,1/4,1/2,4000,41,0.073
2000,1/4,1/2,4000,51,0.02
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.887
2000,1/4,1/2,4000,31,0.259
2000,1/4,1/2,4000,41,0.047
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.878
2000,1/4,1/2,4000,31,0.279
2000,1/4,1/2,4000,41,0.069
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.9
2000,1/4,1/2,4000,31,0.268
2000,1/4,1/2,4000,41,0.075
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.885
2000,1/4,1/2,4000,31,0.272
2000,1/4,1/2,4000,41,0.075
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.879
2000,1/4,1/2,4000,31,0.25
2000,1/4,1/2,4000,41,0.057
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.898
2000,1/4,1/2,4000,31,0.272
2000,1/4,1/2,4000,41,0.063
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.907
2000,1/4,1/2,4000,31,0.232
2000,1/4,1/2,4000,41,0.062
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.859
2000,1/4,1/2,4000,31,0.276
2000,1/4,1/2,4000,41,0.059
2000,1/4,1/2,4000,51,0.008
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.897
2000,1/4,1/2,4000,31,0.29
2000,1/4,1/2,4000,41,0.072
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.871
2000,1/4,1/2,4000,31,0.257
2000,1/4,1/2,4000,41,0.056
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.883
2000,1/4,1/2,4000,31,0.258
2000,1/4,1/2,4000,41,0.061
2000,1/4,1/2,4000,51,0.008
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.001
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.881
2000,1/4,1/2,4000,31,0.245
2000,1/4,1/2,4000,41,0.061
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.891
2000,1/4,1/2,4000,31,0.252
2000,1/4,1/2,4000,41,0.068
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.006
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.888
2000,1/4,1/2,4000,31,0.267
2000,1/4,1/2,4000,41,0.069
2000,1/4,1/2,4000,51,0.016
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.879
2000,1/4,1/2,4000,31,0.286
2000,1/4,1/2,4000,41,0.085
2000,1/4,1/2,4000,51,0.008
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.883
2000,1/4,1/2,4000,31,0.276
2000,1/4,1/2,4000,41,0.061
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.881
2000,1/4,1/2,4000,31,0.252
2000,1/4,1/2,4000,41,0.05
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.876
2000,1/4,1/2,4000,31,0.299
2000,1/4,1/2,4000,41,0.059
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.001
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.888
2000,1/4,1/2,4000,31,0.253
2000,1/4,1/2,4000,41,0.061
2000,1/4,1/2,4000,51,0.008
2000,1/4,1/2,4000,61,0.008
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.871
2000,1/4,1/2,4000,31,0.276
2000,1/4,1/2,4000,41,0.057
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.001
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.901
2000,1/4,1/2,4000,31,0.242
2000,1/4,1/2,4000,41,0.053
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.881
2000,1/4,1/2,4000,31,0.238
2000,1/4,1/2,4000,41,0.05
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.911
2000,1/4,1/2,4000,31,0.241
2000,1/4,1/2,4000,41,0.079
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.906
2000,1/4,1/2,4000,31,0.259
2000,1/4,1/2,4000,41,0.081
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.881
2000,1/4,1/2,4000,31,0.274
2000,1/4,1/2,4000,41,0.088
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.907
2000,1/4,1/2,4000,31,0.261
2000,1/4,1/2,4000,41,0.082
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.886
2000,1/4,1/2,4000,31,0.26
2000,1/4,1/2,4000,41,0.066
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.885
2000,1/4,1/2,4000,31,0.265
2000,1/4,1/2,4000,41,0.072
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.001
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.889
2000,1/4,1/2,4000,31,0.24
2000,1/4,1/2,4000,41,0.076
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.871
2000,1/4,1/2,4000,31,0.275
2000,1/4,1/2,4000,41,0.063
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.003
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.88
2000,1/4,1/2,4000,31,0.244
2000,1/4,1/2,4000,41,0.075
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.881
2000,1/4,1/2,4000,31,0.262
2000,1/4,1/2,4000,41,0.059
2000,1/4,1/2,4000,51,0.009
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.002
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.902
2000,1/4,1/2,4000,31,0.261
2000,1/4,1/2,4000,41,0.068
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.874
2000,1/4,1/2,4000,31,0.251
2000,1/4,1/2,4000,41,0.067
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.902
2000,1/4,1/2,4000,31,0.249
2000,1/4,1/2,4000,41,0.062
2000,1/4,1/2,4000,51,0.006
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.892
2000,1/4,1/2,4000,31,0.251
2000,1/4,1/2,4000,41,0.045
2000,1/4,1/2,4000,51,0.012
2000,1/4,1/2,4000,61,0.004
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.906
2000,1/4,1/2,4000,31,0.247
2000,1/4,1/2,4000,41,0.061
2000,1/4,1/2,4000,51,0.014
2000,1/4,1/2,4000,61,0.0
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.888
2000,1/4,1/2,4000,31,0.259
2000,1/4,1/2,4000,41,0.079
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.888
2000,1/4,1/2,4000,31,0.274
2000,1/4,1/2,4000,41,0.051
2000,1/4,1/2,4000,51,0.01
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.881
2000,1/4,1/2,4000,31,0.238
2000,1/4,1/2,4000,41,0.063
2000,1/4,1/2,4000,51,0.011
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.002
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.001
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.892
2000,1/4,1/2,4000,31,0.268
2000,1/4,1/2,4000,41,0.066
2000,1/4,1/2,4000,51,0.013
2000,1/4,1/2,4000,61,0.002
2000,1/4,1/2,4000,71,0.0
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
2000,1/4,1/2,4000,11,1.0
2000,1/4,1/2,4000,21,0.895
2000,1/4,1/2,4000,31,0.23
2000,1/4,1/2,4000,41,0.072
2000,1/4,1/2,4000,51,0.015
2000,1/4,1/2,4000,61,0.001
2000,1/4,1/2,4000,71,0.001
2000,1/4,1/2,4000,81,0.0
2000,1/4,1/2,4000,91,0.0
2000,1/4,1/2,4000,101,0.0
